# SystemID,ComponentID,z,Species,W,dW,W_flag,logN,dlogN,logN_flag,v90,b,db,SampleFlags,PrimarySample?,(P)roximateOr(I)ntervening
# (1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16)
# , , , , , ,(U)pper limit, , ,(U)pper limit, , , ,Flags are (in order from left-to-right):,Set to Y for absorption in primary ions* with all flags in Column 13 set to Y," Proximate absorbers are those separated from z_qso by -10,000 km/s to +5,000 km/s"
# , , , , , , , , ,(S)aturated, , , ,Was the system identified by the automatic line finder?,"*MgII, FeII, CII, CIV, SiIV and NV, as well as OI and SiII_1260", 
# , , , , , , , , ,(M)ultiple values, , , ,Did the system pass the visual inspection check?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of masked wavelength regions?, , 
# , , , , , , , , , , , , ,Does the absorption lie outside of BAL regions?, , 
5,-,3.98082,MgII_2796,0.982,0.035 ,-,13.83,0.07 ,-,99,-,-,YYNY,N,I
-,-,3.98082,MgII_2803,0.753,0.046 ,-,-,-,-,-,-,-,-,-,-
-,5a,3.98082,MgII,-,-,-,13.83,0.07 ,-,99,38.3, 2.5,YYNY,N,I
5,-,3.98082,FeII_2382,0.320,0.026 ,-,13.41,0.03 ,-,100,-,-,YYYY,Y,I
-,-,3.98082,FeII_2600,0.298,0.017 ,-,-,-,-,-,-,-,-,-,-
-,-,3.98082,FeII_2344,0.129,0.022 ,-,-,-,-,-,-,-,-,-,-
-,-,3.98082,FeII_2586,0.098,0.024 ,-,-,-,-,-,-,-,-,-,-
-,5a,3.98082,FeII,-,-,-,13.41,0.03 ,-,100,38.3, 2.5,YYYY,Y,I
6,-,4.52739,CIV_1548,0.046,0.006 ,-,13.09,0.05 ,-,87,-,-,YYYN,N,I
-,-,4.52739,CIV_1550,0.024,0.006 ,-,-,-,-,-,-,-,-,-,-
-,6a,4.52739,CIV,-,-,-,13.09,0.05 ,-,87,32.6, 5.6,YYYN,N,I
7,-,4.70739,CIV_1548,0.521,0.016 ,-,14.30,0.02 ,-,187,-,-,YYYY,Y,I
-,-,4.70739,CIV_1550,0.319,0.018 ,-,-,-,-,-,-,-,-,-,-
-,7a,4.70607,CIV,-,-,-,13.98,0.03 ,S,61,19.7, 1.9,YYYY,Y,I
-,7b,4.70824,CIV,-,-,-,14.03,0.03 ,S,125,51.0, 4.5,YYYY,Y,I
8,-,4.71295,CIV_1548,0.114,0.012 ,-,13.48,0.09 ,-,160,-,-,YYYY,Y,I
-,-,4.71295,CIV_1550,0.059,0.012 ,-,-,-,-,-,-,-,-,-,-
-,8a,4.71174,CIV,-,-,-,12.97,0.18 ,-,63,20.2,14.5,YYYY,Y,I
-,8b,4.71347,CIV,-,-,-,13.32,0.10 ,-,115,46.4,15.2,YYYY,Y,I
9,-,4.82204,CIV_1548,0.113,0.006 ,-,13.53,0.03 ,-,77,-,-,YYYN,N,I
-,-,4.82204,CIV_1550,0.062,0.007 ,-,-,-,-,-,-,-,-,-,-
-,9a,4.82204,CIV,-,-,-,13.53,0.03 ,-,77,27.7, 3.0,YYYN,N,I
10,-,4.82808,CIV_1548,0.144,0.009 ,-,13.60,0.04 ,-,138,-,-,YYYN,N,I
-,-,4.82808,CIV_1550,0.076,0.009 ,-,-,-,-,-,-,-,-,-,-
-,10a,4.82808,CIV,-,-,-,13.60,0.04 ,-,138,56.7, 6.5,YYYN,N,I
11,-,4.97203,MgII_2796,0.247,0.019 ,-,12.93,0.06 ,-,94,-,-,YYYY,Y,I
-,-,4.97203,MgII_2803,0.148,0.012 ,-,-,-,-,-,-,-,-,-,-
-,11a,4.97135,MgII,-,-,-,12.49,0.09 ,-,49, 8.3, 8.4,YYYY,Y,I
-,11b,4.97246,MgII,-,-,-,12.74,0.08 ,-,51,10.1, 5.6,YYYY,Y,I
11,-,4.97177,CIV_1548,0.080,0.011 ,-,13.33,0.06 ,-,105,-,-,YYYN,N,I
-,-,4.97177,CIV_1550,0.041,0.011 ,-,-,-,-,-,-,-,-,-,-
-,11c,4.97177,CIV,-,-,-,13.33,0.06 ,-,105,41.9, 8.4,YYYN,N,I
12,-,5.08812,CIV_1548,0.314,0.015 ,-,14.08,0.06 ,-,110,-,-,YNYN,N,I
-,-,5.08812,CIV_1550,0.192,0.053 ,-,-,-,-,-,-,-,-,-,-
-,12a,5.08783,CIV,-,-,-,13.99,0.06 ,S,75,27.2, 4.9,YNYN,N,I
-,12b,5.08906,CIV,-,-,-,13.34,0.20 ,-,71,24.9,14.1,YNYN,N,I
13,-,5.35018,MgII_2796,0.273,0.010 ,-,12.94,0.02 ,-,71,-,-,NNYY,N,I
-,-,5.35018,MgII_2803,0.157,0.011 ,-,-,-,-,-,-,-,-,-,-
-,13a,5.35018,MgII,-,-,-,12.94,0.02 ,-,71,24.1, 1.9,NNYY,N,I
13,-,5.35018,FeII_2382,0.039,0.015 ,-,12.41,0.10 ,-,73,-,-,NNYY,N,I
-,-,5.35018,FeII_2600,0.035,0.010 ,-,-,-,-,-,-,-,-,-,-
-,13a,5.35018,FeII,-,-,-,12.41,0.10 ,-,73,24.1, 1.9,NNYY,N,I
14,-,5.47059,SiIV_1393,0.041,0.006 ,-,12.70,0.08 ,-,67,-,-,YNYN,N,I
-,-,5.47059,SiIV_1402,0.021,0.006 ,-,-,-,-,-,-,-,-,-,-
-,14a,5.47059,SiIV,-,-,-,12.70,0.08 ,-,67,22.5, 7.0,YNYN,N,I
15,-,5.73627,CIV_1548,0.192,0.015 ,-,13.80,0.05 ,-,89,-,-,YYYY,Y,I
-,-,5.73627,CIV_1550,0.110,0.014 ,-,-,-,-,-,-,-,-,-,-
-,15a,5.73627,CIV,-,-,-,13.80,0.05 ,-,89,32.7, 5.1,YYYY,Y,I
16,-,5.97152,CIV_1548,1.195, $\pm$ 0.02 ,-,15.12, $\pm$ 0.06 ,S,208,-,-,YYYY,Y,P
-,-,5.97152,CIV_1550,1.024, $\pm$ 0.02 ,-,-,-,-,-,-,-,-,-,-
-,16a,5.96916,CIV,-,-,-,14.21,0.12 ,S,59,16.3, 4.1,YYYY,Y,P
-,16b,5.97065,CIV,-,-,-,14.71,0.10 ,S,88,32.0, 6.9,YYYY,Y,P
-,16c,5.97207,CIV,-,-,-,14.43,0.12 ,S,67,21.4, 4.7,YYYY,Y,P
-,16d,5.97350,CIV,-,-,-,14.56,0.09 ,S,73,24.6, 2.8,YYYY,Y,P
16,-,5.97162,SiIV_1393,0.368,0.029 ,-,13.73,0.05 ,-,204,-,-,YYYN,N,P
-,-,5.97162,SiIV_1402,0.209,0.018 ,-,-,-,-,-,-,-,-,-,-
-,16a,5.96916,SiIV,-,-,-,12.60,0.26 ,-,55,16.3, 4.1,YYYN,N,P
-,16b,5.97065,SiIV,-,-,-,13.42,0.07 ,-,85,32.0, 6.9,YYYN,N,P
-,16c,5.97207,SiIV,-,-,-,12.82,0.20 ,-,65,21.4, 4.7,YYYN,N,P
-,16d,5.97350,SiIV,-,-,-,13.24,0.07 ,-,70,24.6, 2.8,YYYN,N,P
16,-,5.97170,NV_1238,0.404,0.010 ,-,14.42,0.03 ,-,215,-,-,YYYN,N,P
-,-,5.97170,NV_1242,0.235,0.012 ,-,-,-,-,-,-,-,-,-,-
-,16a,5.96916,NV,-,-,-,13.61,0.08 ,-,55,16.3, 4.1,YYYN,N,P
-,16b,5.97065,NV,-,-,-,13.77,0.08 ,-,85,32.0, 6.9,YYYN,N,P
-,16c,5.97207,NV,-,-,-,13.88,0.06 ,-,63,21.4, 4.7,YYYN,N,P
-,16d,5.97350,NV,-,-,-,13.93,0.04 ,-,69,24.6, 2.8,YYYN,N,P
